Temperature - (Celsius), Year, Statistics, Country, ISO3
19.0231, 1905, Sep Average, Afghanistan, AFG
14.7307, 1905, Oct Average, Afghanistan, AFG
7.64407, 1905, Nov Average, Afghanistan, AFG
1.88543, 1905, Dec Average, Afghanistan, AFG
-1.0413, 1906, Jan Average, Afghanistan, AFG
0.54912, 1906, Feb Average, Afghanistan, AFG
6.80418, 1906, Mar Average, Afghanistan, AFG
10.6162, 1906, Apr Average, Afghanistan, AFG
18.6138, 1906, May Average, Afghanistan, AFG
23.676, 1906, Jun Average, Afghanistan, AFG
24.8869, 1906, Jul Average, Afghanistan, AFG
24.9104, 1906, Aug Average, Afghanistan, AFG
18.7982, 1906, Sep Average, Afghanistan, AFG
14.2315, 1906, Oct Average, Afghanistan, AFG
7.80828, 1906, Nov Average, Afghanistan, AFG
4.07322, 1906, Dec Average, Afghanistan, AFG
0.95404, 1907, Jan Average, Afghanistan, AFG
0.54133, 1907, Feb Average, Afghanistan, AFG
6.55103, 1907, Mar Average, Afghanistan, AFG
13.4165, 1907, Apr Average, Afghanistan, AFG
16.2032, 1907, May Average, Afghanistan, AFG
21.2821, 1907, Jun Average, Afghanistan, AFG
25.2362, 1907, Jul Average, Afghanistan, AFG
23.3621, 1907, Aug Average, Afghanistan, AFG
18.7366, 1907, Sep Average, Afghanistan, AFG
10.957, 1907, Oct Average, Afghanistan, AFG
5.72489, 1907, Nov Average, Afghanistan, AFG
2.58663, 1907, Dec Average, Afghanistan, AFG
0.89113, 1908, Jan Average, Afghanistan, AFG
1.72961, 1908, Feb Average, Afghanistan, AFG
5.89961, 1908, Mar Average, Afghanistan, AFG
12.6312, 1908, Apr Average, Afghanistan, AFG
17.0839, 1908, May Average, Afghanistan, AFG
23.1196, 1908, Jun Average, Afghanistan, AFG
25.6291, 1908, Jul Average, Afghanistan, AFG
23.5242, 1908, Aug Average, Afghanistan, AFG
18.6603, 1908, Sep Average, Afghanistan, AFG
11.1287, 1908, Oct Average, Afghanistan, AFG
7.77281, 1908, Nov Average, Afghanistan, AFG
2.14394, 1908, Dec Average, Afghanistan, AFG
-1.9607, 1909, Jan Average, Afghanistan, AFG
1.97504, 1909, Feb Average, Afghanistan, AFG
8.01813, 1909, Mar Average, Afghanistan, AFG
14.3704, 1909, Apr Average, Afghanistan, AFG
17.9139, 1909, May Average, Afghanistan, AFG
23.0186, 1909, Jun Average, Afghanistan, AFG
24.5037, 1909, Jul Average, Afghanistan, AFG
24.1599, 1909, Aug Average, Afghanistan, AFG
18.4832, 1909, Sep Average, Afghanistan, AFG
12.4297, 1909, Oct Average, Afghanistan, AFG
10.0068, 1909, Nov Average, Afghanistan, AFG
3.5712, 1909, Dec Average, Afghanistan, AFG
1.04241, 1910, Jan Average, Afghanistan, AFG
2.96156, 1910, Feb Average, Afghanistan, AFG
5.65151, 1910, Mar Average, Afghanistan, AFG
11.7662, 1910, Apr Average, Afghanistan, AFG
19.1984, 1910, May Average, Afghanistan, AFG
22.6802, 1910, Jun Average, Afghanistan, AFG
25.3766, 1910, Jul Average, Afghanistan, AFG
23.9357, 1910, Aug Average, Afghanistan, AFG
18.6236, 1910, Sep Average, Afghanistan, AFG
12.7016, 1910, Oct Average, Afghanistan, AFG
6.12208, 1910, Nov Average, Afghanistan, AFG
-1.6246, 1910, Dec Average, Afghanistan, AFG
-1.4419, 1911, Jan Average, Afghanistan, AFG
2.69836, 1911, Feb Average, Afghanistan, AFG
5.84496, 1911, Mar Average, Afghanistan, AFG
12.3191, 1911, Apr Average, Afghanistan, AFG
18.5121, 1911, May Average, Afghanistan, AFG
24.0199, 1911, Jun Average, Afghanistan, AFG
24.7058, 1911, Jul Average, Afghanistan, AFG
23.9029, 1911, Aug Average, Afghanistan, AFG
19.3291, 1911, Sep Average, Afghanistan, AFG
11.9074, 1911, Oct Average, Afghanistan, AFG
5.03117, 1911, Nov Average, Afghanistan, AFG
0.7575, 1911, Dec Average, Afghanistan, AFG
0.20657, 1912, Jan Average, Afghanistan, AFG
4.51682, 1912, Feb Average, Afghanistan, AFG
6.97458, 1912, Mar Average, Afghanistan, AFG
13.4259, 1912, Apr Average, Afghanistan, AFG
17.8097, 1912, May Average, Afghanistan, AFG
23.4667, 1912, Jun Average, Afghanistan, AFG
25.6621, 1912, Jul Average, Afghanistan, AFG
23.0913, 1912, Aug Average, Afghanistan, AFG
17.2516, 1912, Sep Average, Afghanistan, AFG
14.0555, 1912, Oct Average, Afghanistan, AFG
6.19291, 1912, Nov Average, Afghanistan, AFG
1.95412, 1912, Dec Average, Afghanistan, AFG
1.78683, 1913, Jan Average, Afghanistan, AFG
0.31869, 1913, Feb Average, Afghanistan, AFG
4.81165, 1913, Mar Average, Afghanistan, AFG
11.2499, 1913, Apr Average, Afghanistan, AFG
19.3722, 1913, May Average, Afghanistan, AFG
22.7504, 1913, Jun Average, Afghanistan, AFG
25.8507, 1913, Jul Average, Afghanistan, AFG
23.1671, 1913, Aug Average, Afghanistan, AFG
18.889, 1913, Sep Average, Afghanistan, AFG
13.3766, 1913, Oct Average, Afghanistan, AFG
6.9908, 1913, Nov Average, Afghanistan, AFG
3.99676, 1913, Dec Average, Afghanistan, AFG
4.26484, 1914, Jan Average, Afghanistan, AFG
1.95483, 1914, Feb Average, Afghanistan, AFG
7.83049, 1914, Mar Average, Afghanistan, AFG
13.4463, 1914, Apr Average, Afghanistan, AFG
18.1807, 1914, May Average, Afghanistan, AFG
25.0416, 1914, Jun Average, Afghanistan, AFG
25.4941, 1914, Jul Average, Afghanistan, AFG
23.853, 1914, Aug Average, Afghanistan, AFG
20.2242, 1914, Sep Average, Afghanistan, AFG
13.3696, 1914, Oct Average, Afghanistan, AFG
7.29, 1914, Nov Average, Afghanistan, AFG
0.16563, 1914, Dec Average, Afghanistan, AFG
2.17716, 1915, Jan Average, Afghanistan, AFG
1.73076, 1915, Feb Average, Afghanistan, AFG
11.0812, 1915, Mar Average, Afghanistan, AFG
13.0311, 1915, Apr Average, Afghanistan, AFG
20.6628, 1915, May Average, Afghanistan, AFG
24.0457, 1915, Jun Average, Afghanistan, AFG
24.7547, 1915, Jul Average, Afghanistan, AFG
25.1417, 1915, Aug Average, Afghanistan, AFG
20.8041, 1915, Sep Average, Afghanistan, AFG
13.2896, 1915, Oct Average, Afghanistan, AFG
8.61782, 1915, Nov Average, Afghanistan, AFG
3.55279, 1915, Dec Average, Afghanistan, AFG
2.21516, 1916, Jan Average, Afghanistan, AFG
0.16968, 1916, Feb Average, Afghanistan, AFG
7.9499, 1916, Mar Average, Afghanistan, AFG
13.765, 1916, Apr Average, Afghanistan, AFG
17.9535, 1916, May Average, Afghanistan, AFG
21.5771, 1916, Jun Average, Afghanistan, AFG
24.8579, 1916, Jul Average, Afghanistan, AFG
25.2811, 1916, Aug Average, Afghanistan, AFG
19.0772, 1916, Sep Average, Afghanistan, AFG
11.8959, 1916, Oct Average, Afghanistan, AFG
3.06921, 1916, Nov Average, Afghanistan, AFG
2.21216, 1916, Dec Average, Afghanistan, AFG
3.66533, 1917, Jan Average, Afghanistan, AFG
5.1662, 1917, Feb Average, Afghanistan, AFG
7.6072, 1917, Mar Average, Afghanistan, AFG
13.3005, 1917, Apr Average, Afghanistan, AFG
20.0134, 1917, May Average, Afghanistan, AFG
22.718, 1917, Jun Average, Afghanistan, AFG
24.6802, 1917, Jul Average, Afghanistan, AFG
23.6763, 1917, Aug Average, Afghanistan, AFG
18.5874, 1917, Sep Average, Afghanistan, AFG
11.4491, 1917, Oct Average, Afghanistan, AFG
5.55267, 1917, Nov Average, Afghanistan, AFG
1.0589, 1917, Dec Average, Afghanistan, AFG
0.11596, 1918, Jan Average, Afghanistan, AFG
2.2606, 1918, Feb Average, Afghanistan, AFG
5.70592, 1918, Mar Average, Afghanistan, AFG
10.7685, 1918, Apr Average, Afghanistan, AFG
19.0731, 1918, May Average, Afghanistan, AFG
22.4332, 1918, Jun Average, Afghanistan, AFG
25.5029, 1918, Jul Average, Afghanistan, AFG
23.5825, 1918, Aug Average, Afghanistan, AFG
18.7125, 1918, Sep Average, Afghanistan, AFG
12.9749, 1918, Oct Average, Afghanistan, AFG
5.47625, 1918, Nov Average, Afghanistan, AFG
-0.0874, 1918, Dec Average, Afghanistan, AFG
-2.424, 1919, Jan Average, Afghanistan, AFG
0.86878, 1919, Feb Average, Afghanistan, AFG
6.30234, 1919, Mar Average, Afghanistan, AFG
13.188, 1919, Apr Average, Afghanistan, AFG
17.0163, 1919, May Average, Afghanistan, AFG
23.2106, 1919, Jun Average, Afghanistan, AFG
25.3194, 1919, Jul Average, Afghanistan, AFG
23.5375, 1919, Aug Average, Afghanistan, AFG
17.5599, 1919, Sep Average, Afghanistan, AFG
12.6696, 1919, Oct Average, Afghanistan, AFG
6.52312, 1919, Nov Average, Afghanistan, AFG
2.09914, 1919, Dec Average, Afghanistan, AFG
1.24201, 1920, Jan Average, Afghanistan, AFG
-1.5271, 1920, Feb Average, Afghanistan, AFG
7.17823, 1920, Mar Average, Afghanistan, AFG
10.5586, 1920, Apr Average, Afghanistan, AFG
15.8633, 1920, May Average, Afghanistan, AFG
21.8826, 1920, Jun Average, Afghanistan, AFG
24.2997, 1920, Jul Average, Afghanistan, AFG
22.8483, 1920, Aug Average, Afghanistan, AFG
19.1789, 1920, Sep Average, Afghanistan, AFG
13.7004, 1920, Oct Average, Afghanistan, AFG
4.75076, 1920, Nov Average, Afghanistan, AFG
-1.193, 1920, Dec Average, Afghanistan, AFG
0.58892, 1921, Jan Average, Afghanistan, AFG
1.32141, 1921, Feb Average, Afghanistan, AFG
6.04069, 1921, Mar Average, Afghanistan, AFG
14.2156, 1921, Apr Average, Afghanistan, AFG
17.0127, 1921, May Average, Afghanistan, AFG
22.3635, 1921, Jun Average, Afghanistan, AFG
25.2069, 1921, Jul Average, Afghanistan, AFG
22.3374, 1921, Aug Average, Afghanistan, AFG
18.1554, 1921, Sep Average, Afghanistan, AFG
12.6434, 1921, Oct Average, Afghanistan, AFG
6.57691, 1921, Nov Average, Afghanistan, AFG
3.23899, 1921, Dec Average, Afghanistan, AFG
1.50089, 1922, Jan Average, Afghanistan, AFG
2.13586, 1922, Feb Average, Afghanistan, AFG
8.02902, 1922, Mar Average, Afghanistan, AFG
13.6453, 1922, Apr Average, Afghanistan, AFG
17.5131, 1922, May Average, Afghanistan, AFG
22.6172, 1922, Jun Average, Afghanistan, AFG
24.9335, 1922, Jul Average, Afghanistan, AFG
23.4969, 1922, Aug Average, Afghanistan, AFG
18.9098, 1922, Sep Average, Afghanistan, AFG
13.1874, 1922, Oct Average, Afghanistan, AFG
7.64299, 1922, Nov Average, Afghanistan, AFG
3.44298, 1922, Dec Average, Afghanistan, AFG
0.27177, 1923, Jan Average, Afghanistan, AFG
1.86322, 1923, Feb Average, Afghanistan, AFG
7.88737, 1923, Mar Average, Afghanistan, AFG
12.0219, 1923, Apr Average, Afghanistan, AFG
17.227, 1923, May Average, Afghanistan, AFG
22.8445, 1923, Jun Average, Afghanistan, AFG
23.8005, 1923, Jul Average, Afghanistan, AFG
23.8662, 1923, Aug Average, Afghanistan, AFG
16.5319, 1923, Sep Average, Afghanistan, AFG
12.3703, 1923, Oct Average, Afghanistan, AFG
5.09865, 1923, Nov Average, Afghanistan, AFG
0.25934, 1923, Dec Average, Afghanistan, AFG
0.60776, 1924, Jan Average, Afghanistan, AFG
2.38092, 1924, Feb Average, Afghanistan, AFG
8.05032, 1924, Mar Average, Afghanistan, AFG
12.4283, 1924, Apr Average, Afghanistan, AFG
15.1114, 1924, May Average, Afghanistan, AFG
21.83, 1924, Jun Average, Afghanistan, AFG
24.9305, 1924, Jul Average, Afghanistan, AFG
23.7812, 1924, Aug Average, Afghanistan, AFG
17.7845, 1924, Sep Average, Afghanistan, AFG
12.8494, 1924, Oct Average, Afghanistan, AFG
6.24679, 1924, Nov Average, Afghanistan, AFG
1.1283, 1924, Dec Average, Afghanistan, AFG
-2.1113, 1925, Jan Average, Afghanistan, AFG
-1.2167, 1925, Feb Average, Afghanistan, AFG
9.17466, 1925, Mar Average, Afghanistan, AFG
13.7892, 1925, Apr Average, Afghanistan, AFG
18.751, 1925, May Average, Afghanistan, AFG
23.5608, 1925, Jun Average, Afghanistan, AFG
25.4384, 1925, Jul Average, Afghanistan, AFG
23.6203, 1925, Aug Average, Afghanistan, AFG
18.9698, 1925, Sep Average, Afghanistan, AFG
13.7362, 1925, Oct Average, Afghanistan, AFG
6.12968, 1925, Nov Average, Afghanistan, AFG
4.87732, 1925, Dec Average, Afghanistan, AFG
1.63806, 1926, Jan Average, Afghanistan, AFG
3.49584, 1926, Feb Average, Afghanistan, AFG
7.56725, 1926, Mar Average, Afghanistan, AFG
10.4079, 1926, Apr Average, Afghanistan, AFG
18.1209, 1926, May Average, Afghanistan, AFG
22.3607, 1926, Jun Average, Afghanistan, AFG
24.899, 1926, Jul Average, Afghanistan, AFG
25.0404, 1926, Aug Average, Afghanistan, AFG
19.5919, 1926, Sep Average, Afghanistan, AFG
12.7845, 1926, Oct Average, Afghanistan, AFG
3.34227, 1926, Nov Average, Afghanistan, AFG
3.17395, 1926, Dec Average, Afghanistan, AFG
-2.055, 1927, Jan Average, Afghanistan, AFG
0.69614, 1927, Feb Average, Afghanistan, AFG
5.23632, 1927, Mar Average, Afghanistan, AFG
13.3358, 1927, Apr Average, Afghanistan, AFG
18.331, 1927, May Average, Afghanistan, AFG
23.0598, 1927, Jun Average, Afghanistan, AFG
25.9664, 1927, Jul Average, Afghanistan, AFG
24.2059, 1927, Aug Average, Afghanistan, AFG
19.3315, 1927, Sep Average, Afghanistan, AFG
15.0826, 1927, Oct Average, Afghanistan, AFG
6.45339, 1927, Nov Average, Afghanistan, AFG
2.8792, 1927, Dec Average, Afghanistan, AFG
-1.7616, 1928, Jan Average, Afghanistan, AFG
2.05356, 1928, Feb Average, Afghanistan, AFG
4.67113, 1928, Mar Average, Afghanistan, AFG
13.5359, 1928, Apr Average, Afghanistan, AFG
18.8731, 1928, May Average, Afghanistan, AFG
23.1555, 1928, Jun Average, Afghanistan, AFG
23.9512, 1928, Jul Average, Afghanistan, AFG
22.4147, 1928, Aug Average, Afghanistan, AFG
17.37, 1928, Sep Average, Afghanistan, AFG
12.7152, 1928, Oct Average, Afghanistan, AFG
7.17005, 1928, Nov Average, Afghanistan, AFG
1.52405, 1928, Dec Average, Afghanistan, AFG
-3.6137, 1929, Jan Average, Afghanistan, AFG
0.04578, 1929, Feb Average, Afghanistan, AFG
8.4222, 1929, Mar Average, Afghanistan, AFG
15.1786, 1929, Apr Average, Afghanistan, AFG
17.843, 1929, May Average, Afghanistan, AFG
22.2441, 1929, Jun Average, Afghanistan, AFG
24.4163, 1929, Jul Average, Afghanistan, AFG
22.6401, 1929, Aug Average, Afghanistan, AFG
20.1429, 1929, Sep Average, Afghanistan, AFG
11.7487, 1929, Oct Average, Afghanistan, AFG
5.92879, 1929, Nov Average, Afghanistan, AFG
-2.6765, 1929, Dec Average, Afghanistan, AFG
-5.4983, 1930, Jan Average, Afghanistan, AFG
-0.3035, 1930, Feb Average, Afghanistan, AFG
6.88796, 1930, Mar Average, Afghanistan, AFG
11.7176, 1930, Apr Average, Afghanistan, AFG
17.9507, 1930, May Average, Afghanistan, AFG
23.3231, 1930, Jun Average, Afghanistan, AFG
25.7122, 1930, Jul Average, Afghanistan, AFG
23.2157, 1930, Aug Average, Afghanistan, AFG
17.4856, 1930, Sep Average, Afghanistan, AFG
12.5825, 1930, Oct Average, Afghanistan, AFG
8.11471, 1930, Nov Average, Afghanistan, AFG
0.55697, 1930, Dec Average, Afghanistan, AFG
-1.6164, 1901, Jan Average, Albania, ALB
0.6579, 1901, Feb Average, Albania, ALB
7.43772, 1901, Mar Average, Albania, ALB
10.2572, 1901, Apr Average, Albania, ALB
13.8797, 1901, May Average, Albania, ALB
18.0844, 1901, Jun Average, Albania, ALB
21.3348, 1901, Jul Average, Albania, ALB
20.1677, 1901, Aug Average, Albania, ALB
17.2626, 1901, Sep Average, Albania, ALB
12.964, 1901, Oct Average, Albania, ALB
5.88308, 1901, Nov Average, Albania, ALB
6.05855, 1901, Dec Average, Albania, ALB
3.4935, 1902, Jan Average, Albania, ALB
5.58643, 1902, Feb Average, Albania, ALB
5.53845, 1902, Mar Average, Albania, ALB
10.2166, 1902, Apr Average, Albania, ALB
11.8057, 1902, May Average, Albania, ALB
17.1082, 1902, Jun Average, Albania, ALB
20.7326, 1902, Jul Average, Albania, ALB
21.4475, 1902, Aug Average, Albania, ALB
17.949, 1902, Sep Average, Albania, ALB
13.0528, 1902, Oct Average, Albania, ALB
4.89528, 1902, Nov Average, Albania, ALB
0.57684, 1902, Dec Average, Albania, ALB
1.70204, 1903, Jan Average, Albania, ALB
3.99236, 1903, Feb Average, Albania, ALB
7.23624, 1903, Mar Average, Albania, ALB
8.15097, 1903, Apr Average, Albania, ALB
14.4473, 1903, May Average, Albania, ALB
16.6359, 1903, Jun Average, Albania, ALB
20.0837, 1903, Jul Average, Albania, ALB
20.7411, 1903, Aug Average, Albania, ALB
17.7335, 1903, Sep Average, Albania, ALB
12.9111, 1903, Oct Average, Albania, ALB
7.73409, 1903, Nov Average, Albania, ALB
5.40044, 1903, Dec Average, Albania, ALB
1.2616, 1904, Jan Average, Albania, ALB
5.69667, 1904, Feb Average, Albania, ALB
6.13241, 1904, Mar Average, Albania, ALB
10.5462, 1904, Apr Average, Albania, ALB
14.8542, 1904, May Average, Albania, ALB
18.6598, 1904, Jun Average, Albania, ALB
22.1153, 1904, Jul Average, Albania, ALB
21.147, 1904, Aug Average, Albania, ALB
16.0191, 1904, Sep Average, Albania, ALB
12.5727, 1904, Oct Average, Albania, ALB
4.88616, 1904, Nov Average, Albania, ALB
3.07109, 1904, Dec Average, Albania, ALB
-2.084, 1905, Jan Average, Albania, ALB
0.68806, 1905, Feb Average, Albania, ALB
6.17476, 1905, Mar Average, Albania, ALB
9.34613, 1905, Apr Average, Albania, ALB
14.7339, 1905, May Average, Albania, ALB
17.8604, 1905, Jun Average, Albania, ALB
22.1566, 1905, Jul Average, Albania, ALB
22.3303, 1905, Aug Average, Albania, ALB
19.2524, 1905, Sep Average, Albania, ALB
9.71967, 1905, Oct Average, Albania, ALB
9.86259, 1905, Nov Average, Albania, ALB
3.83788, 1905, Dec Average, Albania, ALB
1.31406, 1906, Jan Average, Albania, ALB
2.57848, 1906, Feb Average, Albania, ALB
6.65136, 1906, Mar Average, Albania, ALB
10.2552, 1906, Apr Average, Albania, ALB
13.9596, 1906, May Average, Albania, ALB
17.3156, 1906, Jun Average, Albania, ALB
21.1249, 1906, Jul Average, Albania, ALB
20.2782, 1906, Aug Average, Albania, ALB
16.052, 1906, Sep Average, Albania, ALB
11.9931, 1906, Oct Average, Albania, ALB
9.02735, 1906, Nov Average, Albania, ALB
2.29005, 1906, Dec Average, Albania, ALB
-0.2893, 1907, Jan Average, Albania, ALB
0.22578, 1907, Feb Average, Albania, ALB
2.15295, 1907, Mar Average, Albania, ALB
7.95868, 1907, Apr Average, Albania, ALB
16.6241, 1907, May Average, Albania, ALB
18.2735, 1907, Jun Average, Albania, ALB
20.3185, 1907, Jul Average, Albania, ALB
21.1696, 1907, Aug Average, Albania, ALB
17.2522, 1907, Sep Average, Albania, ALB
15.7944, 1907, Oct Average, Albania, ALB
6.99882, 1907, Nov Average, Albania, ALB
5.18078, 1907, Dec Average, Albania, ALB
0.45856, 1908, Jan Average, Albania, ALB
2.53285, 1908, Feb Average, Albania, ALB
5.3219, 1908, Mar Average, Albania, ALB
8.81816, 1908, Apr Average, Albania, ALB
17.3803, 1908, May Average, Albania, ALB
19.5112, 1908, Jun Average, Albania, ALB
20.6957, 1908, Jul Average, Albania, ALB
20.53, 1908, Aug Average, Albania, ALB
16.1617, 1908, Sep Average, Albania, ALB
11.3962, 1908, Oct Average, Albania, ALB
3.72691, 1908, Nov Average, Albania, ALB
1.86757, 1908, Dec Average, Albania, ALB
-0.5009, 1909, Jan Average, Albania, ALB
-1.1358, 1909, Feb Average, Albania, ALB
6.399, 1909, Mar Average, Albania, ALB
10.5815, 1909, Apr Average, Albania, ALB
14.3655, 1909, May Average, Albania, ALB
17.7641, 1909, Jun Average, Albania, ALB
20.3316, 1909, Jul Average, Albania, ALB
21.1973, 1909, Aug Average, Albania, ALB
17.8198, 1909, Sep Average, Albania, ALB
13.2665, 1909, Oct Average, Albania, ALB
6.33625, 1909, Nov Average, Albania, ALB
6.49966, 1909, Dec Average, Albania, ALB
3.14308, 1910, Jan Average, Albania, ALB
5.27763, 1910, Feb Average, Albania, ALB
5.66017, 1910, Mar Average, Albania, ALB
9.81237, 1910, Apr Average, Albania, ALB
13.8142, 1910, May Average, Albania, ALB
17.9431, 1910, Jun Average, Albania, ALB
19.6863, 1910, Jul Average, Albania, ALB
20.6052, 1910, Aug Average, Albania, ALB
15.8796, 1910, Sep Average, Albania, ALB
12.5159, 1910, Oct Average, Albania, ALB
7.09205, 1910, Nov Average, Albania, ALB
6.32667, 1910, Dec Average, Albania, ALB
1.41278, 1911, Jan Average, Albania, ALB
0.30714, 1911, Feb Average, Albania, ALB
5.89854, 1911, Mar Average, Albania, ALB
9.19928, 1911, Apr Average, Albania, ALB
14.1088, 1911, May Average, Albania, ALB
17.992, 1911, Jun Average, Albania, ALB
21.263, 1911, Jul Average, Albania, ALB
21.7889, 1911, Aug Average, Albania, ALB
17.6977, 1911, Sep Average, Albania, ALB
13.047, 1911, Oct Average, Albania, ALB
9.55899, 1911, Nov Average, Albania, ALB
4.81237, 1911, Dec Average, Albania, ALB
0.57843, 1912, Jan Average, Albania, ALB
5.64641, 1912, Feb Average, Albania, ALB
8.28154, 1912, Mar Average, Albania, ALB
8.15293, 1912, Apr Average, Albania, ALB
13.8543, 1912, May Average, Albania, ALB
18.6026, 1912, Jun Average, Albania, ALB
20.897, 1912, Jul Average, Albania, ALB
19.686, 1912, Aug Average, Albania, ALB
14.3127, 1912, Sep Average, Albania, ALB
11.0913, 1912, Oct Average, Albania, ALB
5.66092, 1912, Nov Average, Albania, ALB
4.24249, 1912, Dec Average, Albania, ALB
1.81177, 1913, Jan Average, Albania, ALB
1.52225, 1913, Feb Average, Albania, ALB
7.77596, 1913, Mar Average, Albania, ALB
10.1648, 1913, Apr Average, Albania, ALB
13.7112, 1913, May Average, Albania, ALB
17.8137, 1913, Jun Average, Albania, ALB
18.5699, 1913, Jul Average, Albania, ALB
19.1922, 1913, Aug Average, Albania, ALB
17.9761, 1913, Sep Average, Albania, ALB
13.109, 1913, Oct Average, Albania, ALB
8.43806, 1913, Nov Average, Albania, ALB
3.56112, 1913, Dec Average, Albania, ALB
-1.1056, 1914, Jan Average, Albania, ALB
1.76866, 1914, Feb Average, Albania, ALB
7.15003, 1914, Mar Average, Albania, ALB
10.9748, 1914, Apr Average, Albania, ALB
14.1176, 1914, May Average, Albania, ALB
16.9743, 1914, Jun Average, Albania, ALB
20.1407, 1914, Jul Average, Albania, ALB
20.5834, 1914, Aug Average, Albania, ALB
16.0362, 1914, Sep Average, Albania, ALB
11.0385, 1914, Oct Average, Albania, ALB
6.06758, 1914, Nov Average, Albania, ALB
4.96412, 1914, Dec Average, Albania, ALB
3.95013, 1915, Jan Average, Albania, ALB
3.62229, 1915, Feb Average, Albania, ALB
5.63733, 1915, Mar Average, Albania, ALB
9.59598, 1915, Apr Average, Albania, ALB
14.9194, 1915, May Average, Albania, ALB
19.1312, 1915, Jun Average, Albania, ALB
20.8328, 1915, Jul Average, Albania, ALB
19.8655, 1915, Aug Average, Albania, ALB
15.2817, 1915, Sep Average, Albania, ALB
11.7222, 1915, Oct Average, Albania, ALB
6.44146, 1915, Nov Average, Albania, ALB
6.73843, 1915, Dec Average, Albania, ALB
3.2903, 1916, Jan Average, Albania, ALB
3.24454, 1916, Feb Average, Albania, ALB
8.61425, 1916, Mar Average, Albania, ALB
10.1131, 1916, Apr Average, Albania, ALB
14.9321, 1916, May Average, Albania, ALB
19.3539, 1916, Jun Average, Albania, ALB
21.4911, 1916, Jul Average, Albania, ALB
19.937, 1916, Aug Average, Albania, ALB
15.8616, 1916, Sep Average, Albania, ALB
12.3905, 1916, Oct Average, Albania, ALB
8.83229, 1916, Nov Average, Albania, ALB
6.48115, 1916, Dec Average, Albania, ALB
3.00212, 1917, Jan Average, Albania, ALB
-0.0508, 1917, Feb Average, Albania, ALB
5.40814, 1917, Mar Average, Albania, ALB
9.12171, 1917, Apr Average, Albania, ALB
14.5478, 1917, May Average, Albania, ALB
19.2238, 1917, Jun Average, Albania, ALB
21.1477, 1917, Jul Average, Albania, ALB
22.4574, 1917, Aug Average, Albania, ALB
18.593, 1917, Sep Average, Albania, ALB
13.1713, 1917, Oct Average, Albania, ALB
7.46911, 1917, Nov Average, Albania, ALB
