Temperature - (Celsius), Year, Statistics, Country, ISO3
18.2891, 1937, May Average, Afghanistan, AFG
23.3773, 1937, Jun Average, Afghanistan, AFG
25.4416, 1937, Jul Average, Afghanistan, AFG
24.3876, 1937, Aug Average, Afghanistan, AFG
19.2397, 1937, Sep Average, Afghanistan, AFG
12.1497, 1937, Oct Average, Afghanistan, AFG
5.32412, 1937, Nov Average, Afghanistan, AFG
0.70613, 1937, Dec Average, Afghanistan, AFG
0.79394, 1938, Jan Average, Afghanistan, AFG
2.77639, 1938, Feb Average, Afghanistan, AFG
6.21646, 1938, Mar Average, Afghanistan, AFG
14.3674, 1938, Apr Average, Afghanistan, AFG
20.6008, 1938, May Average, Afghanistan, AFG
22.2836, 1938, Jun Average, Afghanistan, AFG
24.3969, 1938, Jul Average, Afghanistan, AFG
23.846, 1938, Aug Average, Afghanistan, AFG
18.7434, 1938, Sep Average, Afghanistan, AFG
12.7521, 1938, Oct Average, Afghanistan, AFG
5.12986, 1938, Nov Average, Afghanistan, AFG
2.20074, 1938, Dec Average, Afghanistan, AFG
1.1556, 1939, Jan Average, Afghanistan, AFG
2.03543, 1939, Feb Average, Afghanistan, AFG
5.09357, 1939, Mar Average, Afghanistan, AFG
10.0518, 1939, Apr Average, Afghanistan, AFG
17.6742, 1939, May Average, Afghanistan, AFG
24.4846, 1939, Jun Average, Afghanistan, AFG
25.1596, 1939, Jul Average, Afghanistan, AFG
23.7335, 1939, Aug Average, Afghanistan, AFG
19.7633, 1939, Sep Average, Afghanistan, AFG
13.3526, 1939, Oct Average, Afghanistan, AFG
7.68502, 1939, Nov Average, Afghanistan, AFG
4.869, 1939, Dec Average, Afghanistan, AFG
2.11452, 1940, Jan Average, Afghanistan, AFG
4.17434, 1940, Feb Average, Afghanistan, AFG
5.67578, 1940, Mar Average, Afghanistan, AFG
13.2806, 1940, Apr Average, Afghanistan, AFG
18.2911, 1940, May Average, Afghanistan, AFG
23.9365, 1940, Jun Average, Afghanistan, AFG
25.8139, 1940, Jul Average, Afghanistan, AFG
23.2111, 1940, Aug Average, Afghanistan, AFG
19.1622, 1940, Sep Average, Afghanistan, AFG
14.7078, 1940, Oct Average, Afghanistan, AFG
8.02228, 1940, Nov Average, Afghanistan, AFG
3.69792, 1940, Dec Average, Afghanistan, AFG
0.27641, 1941, Jan Average, Afghanistan, AFG
5.4479, 1941, Feb Average, Afghanistan, AFG
9.99832, 1941, Mar Average, Afghanistan, AFG
14.4327, 1941, Apr Average, Afghanistan, AFG
19.9822, 1941, May Average, Afghanistan, AFG
24.3181, 1941, Jun Average, Afghanistan, AFG
24.8854, 1941, Jul Average, Afghanistan, AFG
24.6843, 1941, Aug Average, Afghanistan, AFG
19.0573, 1941, Sep Average, Afghanistan, AFG
15.8634, 1941, Oct Average, Afghanistan, AFG
7.49161, 1941, Nov Average, Afghanistan, AFG
3.13308, 1941, Dec Average, Afghanistan, AFG
0.7282, 1942, Jan Average, Afghanistan, AFG
1.21574, 1942, Feb Average, Afghanistan, AFG
8.65851, 1942, Mar Average, Afghanistan, AFG
13.5724, 1942, Apr Average, Afghanistan, AFG
18.9535, 1942, May Average, Afghanistan, AFG
22.8885, 1942, Jun Average, Afghanistan, AFG
25.3868, 1942, Jul Average, Afghanistan, AFG
23.1434, 1942, Aug Average, Afghanistan, AFG
18.4882, 1942, Sep Average, Afghanistan, AFG
14.0305, 1942, Oct Average, Afghanistan, AFG
9.27713, 1942, Nov Average, Afghanistan, AFG
1.34136, 1942, Dec Average, Afghanistan, AFG
-0.903, 1943, Jan Average, Afghanistan, AFG
1.9381, 1943, Feb Average, Afghanistan, AFG
5.80092, 1943, Mar Average, Afghanistan, AFG
11.8163, 1943, Apr Average, Afghanistan, AFG
17.2108, 1943, May Average, Afghanistan, AFG
22.1766, 1943, Jun Average, Afghanistan, AFG
25.272, 1943, Jul Average, Afghanistan, AFG
24.0627, 1943, Aug Average, Afghanistan, AFG
18.8433, 1943, Sep Average, Afghanistan, AFG
12.3343, 1943, Oct Average, Afghanistan, AFG
6.61902, 1943, Nov Average, Afghanistan, AFG
4.4004, 1943, Dec Average, Afghanistan, AFG
1.50451, 1944, Jan Average, Afghanistan, AFG
3.32644, 1944, Feb Average, Afghanistan, AFG
10.1751, 1944, Mar Average, Afghanistan, AFG
13.2066, 1944, Apr Average, Afghanistan, AFG
19.3196, 1944, May Average, Afghanistan, AFG
23.2703, 1944, Jun Average, Afghanistan, AFG
26.6997, 1944, Jul Average, Afghanistan, AFG
23.9783, 1944, Aug Average, Afghanistan, AFG
18.1922, 1944, Sep Average, Afghanistan, AFG
12.8157, 1944, Oct Average, Afghanistan, AFG
7.2332, 1944, Nov Average, Afghanistan, AFG
-2.0469, 1944, Dec Average, Afghanistan, AFG
-1.4945, 1945, Jan Average, Afghanistan, AFG
0.511, 1945, Feb Average, Afghanistan, AFG
6.59818, 1945, Mar Average, Afghanistan, AFG
12.1952, 1945, Apr Average, Afghanistan, AFG
16.9989, 1945, May Average, Afghanistan, AFG
22.9502, 1945, Jun Average, Afghanistan, AFG
24.816, 1945, Jul Average, Afghanistan, AFG
24.6122, 1945, Aug Average, Afghanistan, AFG
19.6957, 1945, Sep Average, Afghanistan, AFG
13.5077, 1945, Oct Average, Afghanistan, AFG
6.88738, 1945, Nov Average, Afghanistan, AFG
1.91471, 1945, Dec Average, Afghanistan, AFG
-0.0345, 1946, Jan Average, Afghanistan, AFG
4.91921, 1946, Feb Average, Afghanistan, AFG
8.07632, 1946, Mar Average, Afghanistan, AFG
15.7644, 1946, Apr Average, Afghanistan, AFG
20.8864, 1946, May Average, Afghanistan, AFG
23.1791, 1946, Jun Average, Afghanistan, AFG
25.0201, 1946, Jul Average, Afghanistan, AFG
23.7911, 1946, Aug Average, Afghanistan, AFG
19.5279, 1946, Sep Average, Afghanistan, AFG
14.8621, 1946, Oct Average, Afghanistan, AFG
4.23884, 1946, Nov Average, Afghanistan, AFG
-1.5612, 1946, Dec Average, Afghanistan, AFG
1.41309, 1947, Jan Average, Afghanistan, AFG
2.95933, 1947, Feb Average, Afghanistan, AFG
9.9138, 1947, Mar Average, Afghanistan, AFG
14.2169, 1947, Apr Average, Afghanistan, AFG
18.3782, 1947, May Average, Afghanistan, AFG
22.6156, 1947, Jun Average, Afghanistan, AFG
24.7334, 1947, Jul Average, Afghanistan, AFG
25.1885, 1947, Aug Average, Afghanistan, AFG
19.6381, 1947, Sep Average, Afghanistan, AFG
13.3662, 1947, Oct Average, Afghanistan, AFG
9.99531, 1947, Nov Average, Afghanistan, AFG
2.5123, 1947, Dec Average, Afghanistan, AFG
2.29104, 1948, Jan Average, Afghanistan, AFG
3.3749, 1948, Feb Average, Afghanistan, AFG
6.76657, 1948, Mar Average, Afghanistan, AFG
12.9808, 1948, Apr Average, Afghanistan, AFG
19.6999, 1948, May Average, Afghanistan, AFG
22.7654, 1948, Jun Average, Afghanistan, AFG
25.8236, 1948, Jul Average, Afghanistan, AFG
23.8164, 1948, Aug Average, Afghanistan, AFG
19.1619, 1948, Sep Average, Afghanistan, AFG
12.8715, 1948, Oct Average, Afghanistan, AFG
5.90642, 1948, Nov Average, Afghanistan, AFG
0.60029, 1948, Dec Average, Afghanistan, AFG
-1.867, 1949, Jan Average, Afghanistan, AFG
2.07054, 1949, Feb Average, Afghanistan, AFG
7.02345, 1949, Mar Average, Afghanistan, AFG
13.4698, 1949, Apr Average, Afghanistan, AFG
18.6097, 1949, May Average, Afghanistan, AFG
21.2776, 1949, Jun Average, Afghanistan, AFG
25.4737, 1949, Jul Average, Afghanistan, AFG
22.9967, 1949, Aug Average, Afghanistan, AFG
19.0838, 1949, Sep Average, Afghanistan, AFG
10.5157, 1949, Oct Average, Afghanistan, AFG
4.28205, 1949, Nov Average, Afghanistan, AFG
2.17731, 1949, Dec Average, Afghanistan, AFG
-1.2277, 1950, Jan Average, Afghanistan, AFG
-1.0584, 1950, Feb Average, Afghanistan, AFG
6.79904, 1950, Mar Average, Afghanistan, AFG
10.7827, 1950, Apr Average, Afghanistan, AFG
18.437, 1950, May Average, Afghanistan, AFG
22.8049, 1950, Jun Average, Afghanistan, AFG
25.3404, 1950, Jul Average, Afghanistan, AFG
23.6132, 1950, Aug Average, Afghanistan, AFG
17.716, 1950, Sep Average, Afghanistan, AFG
13.1569, 1950, Oct Average, Afghanistan, AFG
3.99123, 1950, Nov Average, Afghanistan, AFG
-0.9169, 1950, Dec Average, Afghanistan, AFG
-0.1929, 1951, Jan Average, Afghanistan, AFG
-0.2676, 1951, Feb Average, Afghanistan, AFG
5.92523, 1951, Mar Average, Afghanistan, AFG
12.0127, 1951, Apr Average, Afghanistan, AFG
18.1885, 1951, May Average, Afghanistan, AFG
21.1288, 1951, Jun Average, Afghanistan, AFG
24.584, 1951, Jul Average, Afghanistan, AFG
23.4424, 1951, Aug Average, Afghanistan, AFG
19.9296, 1951, Sep Average, Afghanistan, AFG
15.3455, 1951, Oct Average, Afghanistan, AFG
7.23615, 1951, Nov Average, Afghanistan, AFG
4.43303, 1951, Dec Average, Afghanistan, AFG
0.86158, 1952, Jan Average, Afghanistan, AFG
4.60977, 1952, Feb Average, Afghanistan, AFG
7.31331, 1952, Mar Average, Afghanistan, AFG
14.0326, 1952, Apr Average, Afghanistan, AFG
17.8433, 1952, May Average, Afghanistan, AFG
23.1839, 1952, Jun Average, Afghanistan, AFG
25.0373, 1952, Jul Average, Afghanistan, AFG
23.4165, 1952, Aug Average, Afghanistan, AFG
18.3596, 1952, Sep Average, Afghanistan, AFG
12.3721, 1952, Oct Average, Afghanistan, AFG
5.03977, 1952, Nov Average, Afghanistan, AFG
1.59314, 1952, Dec Average, Afghanistan, AFG
1.50973, 1953, Jan Average, Afghanistan, AFG
5.72058, 1953, Feb Average, Afghanistan, AFG
8.10131, 1953, Mar Average, Afghanistan, AFG
13.1068, 1953, Apr Average, Afghanistan, AFG
18.4175, 1953, May Average, Afghanistan, AFG
22.9572, 1953, Jun Average, Afghanistan, AFG
25.7561, 1953, Jul Average, Afghanistan, AFG
23.5825, 1953, Aug Average, Afghanistan, AFG
19.0036, 1953, Sep Average, Afghanistan, AFG
11.7262, 1953, Oct Average, Afghanistan, AFG
6.31991, 1953, Nov Average, Afghanistan, AFG
3.06346, 1953, Dec Average, Afghanistan, AFG
0.42489, 1954, Jan Average, Afghanistan, AFG
1.52272, 1954, Feb Average, Afghanistan, AFG
6.27375, 1954, Mar Average, Afghanistan, AFG
13.1461, 1954, Apr Average, Afghanistan, AFG
18.6342, 1954, May Average, Afghanistan, AFG
22.1899, 1954, Jun Average, Afghanistan, AFG
24.5508, 1954, Jul Average, Afghanistan, AFG
23.4269, 1954, Aug Average, Afghanistan, AFG
18.9816, 1954, Sep Average, Afghanistan, AFG
12.2325, 1954, Oct Average, Afghanistan, AFG
6.1569, 1954, Nov Average, Afghanistan, AFG
1.49886, 1954, Dec Average, Afghanistan, AFG
0.91587, 1955, Jan Average, Afghanistan, AFG
4.93537, 1955, Feb Average, Afghanistan, AFG
8.69604, 1955, Mar Average, Afghanistan, AFG
11.9379, 1955, Apr Average, Afghanistan, AFG
16.4976, 1955, May Average, Afghanistan, AFG
22.3723, 1955, Jun Average, Afghanistan, AFG
25.3368, 1955, Jul Average, Afghanistan, AFG
24.6083, 1955, Aug Average, Afghanistan, AFG
19.5875, 1955, Sep Average, Afghanistan, AFG
12.0782, 1955, Oct Average, Afghanistan, AFG
8.12952, 1955, Nov Average, Afghanistan, AFG
4.20679, 1955, Dec Average, Afghanistan, AFG
0.03439, 1956, Jan Average, Afghanistan, AFG
2.94631, 1956, Feb Average, Afghanistan, AFG
6.85336, 1956, Mar Average, Afghanistan, AFG
13.427, 1956, Apr Average, Afghanistan, AFG
19.8369, 1956, May Average, Afghanistan, AFG
21.9381, 1956, Jun Average, Afghanistan, AFG
25.167, 1956, Jul Average, Afghanistan, AFG
23.014, 1956, Aug Average, Afghanistan, AFG
19.2898, 1956, Sep Average, Afghanistan, AFG
12.2006, 1956, Oct Average, Afghanistan, AFG
7.26875, 1956, Nov Average, Afghanistan, AFG
1.45349, 1956, Dec Average, Afghanistan, AFG
-2.0526, 1957, Jan Average, Afghanistan, AFG
0.29742, 1957, Feb Average, Afghanistan, AFG
7.3432, 1957, Mar Average, Afghanistan, AFG
10.5389, 1957, Apr Average, Afghanistan, AFG
16.4363, 1957, May Average, Afghanistan, AFG
21.6587, 1957, Jun Average, Afghanistan, AFG
24.1053, 1957, Jul Average, Afghanistan, AFG
22.9702, 1957, Aug Average, Afghanistan, AFG
17.8959, 1957, Sep Average, Afghanistan, AFG
12.0346, 1957, Oct Average, Afghanistan, AFG
5.82897, 1957, Nov Average, Afghanistan, AFG
2.60023, 1957, Dec Average, Afghanistan, AFG
3.05448, 1958, Jan Average, Afghanistan, AFG
3.49518, 1958, Feb Average, Afghanistan, AFG
9.46437, 1958, Mar Average, Afghanistan, AFG
14.7135, 1958, Apr Average, Afghanistan, AFG
16.7515, 1958, May Average, Afghanistan, AFG
23.1458, 1958, Jun Average, Afghanistan, AFG
25.629, 1958, Jul Average, Afghanistan, AFG
23.4849, 1958, Aug Average, Afghanistan, AFG
19.313, 1958, Sep Average, Afghanistan, AFG
12.9238, 1958, Oct Average, Afghanistan, AFG
4.38991, 1958, Nov Average, Afghanistan, AFG
3.96764, 1958, Dec Average, Afghanistan, AFG
0.11793, 1959, Jan Average, Afghanistan, AFG
0.48854, 1959, Feb Average, Afghanistan, AFG
7.41601, 1959, Mar Average, Afghanistan, AFG
14.1225, 1959, Apr Average, Afghanistan, AFG
17.5666, 1959, May Average, Afghanistan, AFG
23.0619, 1959, Jun Average, Afghanistan, AFG
24.2565, 1959, Jul Average, Afghanistan, AFG
25.02, 1959, Aug Average, Afghanistan, AFG
21.1999, 1959, Sep Average, Afghanistan, AFG
14.2654, 1959, Oct Average, Afghanistan, AFG
5.39484, 1959, Nov Average, Afghanistan, AFG
0.02274, 1959, Dec Average, Afghanistan, AFG
1.77321, 1960, Jan Average, Afghanistan, AFG
5.73581, 1960, Feb Average, Afghanistan, AFG
4.52724, 1960, Mar Average, Afghanistan, AFG
10.9987, 1960, Apr Average, Afghanistan, AFG
16.7012, 1960, May Average, Afghanistan, AFG
23.4273, 1960, Jun Average, Afghanistan, AFG
24.8712, 1960, Jul Average, Afghanistan, AFG
24.1827, 1960, Aug Average, Afghanistan, AFG
19.105, 1960, Sep Average, Afghanistan, AFG
13.118, 1960, Oct Average, Afghanistan, AFG
5.94564, 1960, Nov Average, Afghanistan, AFG
1.12189, 1960, Dec Average, Afghanistan, AFG
3.43784, 1931, Jan Average, Albania, ALB
3.36702, 1931, Feb Average, Albania, ALB
5.20406, 1931, Mar Average, Albania, ALB
8.3637, 1931, Apr Average, Albania, ALB
15.5461, 1931, May Average, Albania, ALB
19.7892, 1931, Jun Average, Albania, ALB
22.505, 1931, Jul Average, Albania, ALB
21.7078, 1931, Aug Average, Albania, ALB
15.4492, 1931, Sep Average, Albania, ALB
11.9691, 1931, Oct Average, Albania, ALB
6.80867, 1931, Nov Average, Albania, ALB
1.64475, 1931, Dec Average, Albania, ALB
0.75249, 1932, Jan Average, Albania, ALB
-1.4914, 1932, Feb Average, Albania, ALB
3.29104, 1932, Mar Average, Albania, ALB
9.63297, 1932, Apr Average, Albania, ALB
14.7451, 1932, May Average, Albania, ALB
17.5377, 1932, Jun Average, Albania, ALB
21.9853, 1932, Jul Average, Albania, ALB
21.8216, 1932, Aug Average, Albania, ALB
20.154, 1932, Sep Average, Albania, ALB
14.4646, 1932, Oct Average, Albania, ALB
7.40113, 1932, Nov Average, Albania, ALB
4.50918, 1932, Dec Average, Albania, ALB
0.51586, 1933, Jan Average, Albania, ALB
3.06161, 1933, Feb Average, Albania, ALB
5.28445, 1933, Mar Average, Albania, ALB
8.19171, 1933, Apr Average, Albania, ALB
12.7007, 1933, May Average, Albania, ALB
15.578, 1933, Jun Average, Albania, ALB
19.9947, 1933, Jul Average, Albania, ALB
20.4978, 1933, Aug Average, Albania, ALB
15.7726, 1933, Sep Average, Albania, ALB
12.8238, 1933, Oct Average, Albania, ALB
9.21188, 1933, Nov Average, Albania, ALB
0.81732, 1933, Dec Average, Albania, ALB
1.59364, 1934, Jan Average, Albania, ALB
1.74096, 1934, Feb Average, Albania, ALB
8.29885, 1934, Mar Average, Albania, ALB
12.3409, 1934, Apr Average, Albania, ALB
16.1495, 1934, May Average, Albania, ALB
18.113, 1934, Jun Average, Albania, ALB
21.146, 1934, Jul Average, Albania, ALB
21.2027, 1934, Aug Average, Albania, ALB
17.9324, 1934, Sep Average, Albania, ALB
12.7507, 1934, Oct Average, Albania, ALB
9.36669, 1934, Nov Average, Albania, ALB
5.77855, 1934, Dec Average, Albania, ALB
0.34334, 1935, Jan Average, Albania, ALB
2.68912, 1935, Feb Average, Albania, ALB
4.63173, 1935, Mar Average, Albania, ALB
9.96661, 1935, Apr Average, Albania, ALB
13.9604, 1935, May Average, Albania, ALB
19.6917, 1935, Jun Average, Albania, ALB
20.8994, 1935, Jul Average, Albania, ALB
20.966, 1935, Aug Average, Albania, ALB
17.5342, 1935, Sep Average, Albania, ALB
14.8241, 1935, Oct Average, Albania, ALB
7.48257, 1935, Nov Average, Albania, ALB
5.04187, 1935, Dec Average, Albania, ALB
6.48191, 1936, Jan Average, Albania, ALB
4.15523, 1936, Feb Average, Albania, ALB
8.21892, 1936, Mar Average, Albania, ALB
10.9546, 1936, Apr Average, Albania, ALB
14.319, 1936, May Average, Albania, ALB
17.2252, 1936, Jun Average, Albania, ALB
22.0414, 1936, Jul Average, Albania, ALB
20.5009, 1936, Aug Average, Albania, ALB
16.6471, 1936, Sep Average, Albania, ALB
10.9902, 1936, Oct Average, Albania, ALB
7.40225, 1936, Nov Average, Albania, ALB
2.69377, 1936, Dec Average, Albania, ALB
0.76905, 1937, Jan Average, Albania, ALB
4.51765, 1937, Feb Average, Albania, ALB
8.52615, 1937, Mar Average, Albania, ALB
9.65319, 1937, Apr Average, Albania, ALB
15.5567, 1937, May Average, Albania, ALB
19.4051, 1937, Jun Average, Albania, ALB
21.5069, 1937, Jul Average, Albania, ALB
20.8395, 1937, Aug Average, Albania, ALB
18.3807, 1937, Sep Average, Albania, ALB
12.7942, 1937, Oct Average, Albania, ALB
8.13129, 1937, Nov Average, Albania, ALB
4.31315, 1937, Dec Average, Albania, ALB
1.63276, 1938, Jan Average, Albania, ALB
2.41001, 1938, Feb Average, Albania, ALB
6.73625, 1938, Mar Average, Albania, ALB
7.89549, 1938, Apr Average, Albania, ALB
13.6621, 1938, May Average, Albania, ALB
19.6574, 1938, Jun Average, Albania, ALB
22.2939, 1938, Jul Average, Albania, ALB
21.4806, 1938, Aug Average, Albania, ALB
16.8074, 1938, Sep Average, Albania, ALB
13.4447, 1938, Oct Average, Albania, ALB
8.42954, 1938, Nov Average, Albania, ALB
3.38394, 1938, Dec Average, Albania, ALB
4.70371, 1939, Jan Average, Albania, ALB
4.03547, 1939, Feb Average, Albania, ALB
4.12163, 1939, Mar Average, Albania, ALB
11.4185, 1939, Apr Average, Albania, ALB
13.6526, 1939, May Average, Albania, ALB
17.4165, 1939, Jun Average, Albania, ALB
22.0506, 1939, Jul Average, Albania, ALB
21.1068, 1939, Aug Average, Albania, ALB
17.1564, 1939, Sep Average, Albania, ALB
13.2523, 1939, Oct Average, Albania, ALB
7.68495, 1939, Nov Average, Albania, ALB
3.29497, 1939, Dec Average, Albania, ALB
-1.9307, 1940, Jan Average, Albania, ALB
1.29054, 1940, Feb Average, Albania, ALB
4.47798, 1940, Mar Average, Albania, ALB
9.46316, 1940, Apr Average, Albania, ALB
12.9913, 1940, May Average, Albania, ALB
17.0445, 1940, Jun Average, Albania, ALB
20.6263, 1940, Jul Average, Albania, ALB
18.7397, 1940, Aug Average, Albania, ALB
17.0582, 1940, Sep Average, Albania, ALB
13.1666, 1940, Oct Average, Albania, ALB
9.51444, 1940, Nov Average, Albania, ALB
-0.0207, 1940, Dec Average, Albania, ALB
2.47174, 1941, Jan Average, Albania, ALB
5.35315, 1941, Feb Average, Albania, ALB
6.65203, 1941, Mar Average, Albania, ALB
10.3115, 1941, Apr Average, Albania, ALB
13.3647, 1941, May Average, Albania, ALB
17.9028, 1941, Jun Average, Albania, ALB
20.871, 1941, Jul Average, Albania, ALB
20.7094, 1941, Aug Average, Albania, ALB
14.5805, 1941, Sep Average, Albania, ALB
11.1852, 1941, Oct Average, Albania, ALB
5.09492, 1941, Nov Average, Albania, ALB
1.88817, 1941, Dec Average, Albania, ALB
-3.1547, 1942, Jan Average, Albania, ALB
1.01609, 1942, Feb Average, Albania, ALB
4.49763, 1942, Mar Average, Albania, ALB
9.38094, 1942, Apr Average, Albania, ALB
15.5985, 1942, May Average, Albania, ALB
19.2164, 1942, Jun Average, Albania, ALB
21.1406, 1942, Jul Average, Albania, ALB
21.2223, 1942, Aug Average, Albania, ALB
19.8408, 1942, Sep Average, Albania, ALB
13.4854, 1942, Oct Average, Albania, ALB
6.57844, 1942, Nov Average, Albania, ALB
4.12843, 1942, Dec Average, Albania, ALB
-0.3781, 1943, Jan Average, Albania, ALB
3.86407, 1943, Feb Average, Albania, ALB
5.38617, 1943, Mar Average, Albania, ALB
10.5355, 1943, Apr Average, Albania, ALB
13.7057, 1943, May Average, Albania, ALB
17.3778, 1943, Jun Average, Albania, ALB
21.2254, 1943, Jul Average, Albania, ALB
22.7761, 1943, Aug Average, Albania, ALB
19.4599, 1943, Sep Average, Albania, ALB
14.0662, 1943, Oct Average, Albania, ALB
8.6306, 1943, Nov Average, Albania, ALB
4.62089, 1943, Dec Average, Albania, ALB
2.05175, 1944, Jan Average, Albania, ALB
1.97589, 1944, Feb Average, Albania, ALB
4.06558, 1944, Mar Average, Albania, ALB
10.4619, 1944, Apr Average, Albania, ALB
13.826, 1944, May Average, Albania, ALB
18.8144, 1944, Jun Average, Albania, ALB
20.6974, 1944, Jul Average, Albania, ALB
21.3698, 1944, Aug Average, Albania, ALB
17.7696, 1944, Sep Average, Albania, ALB
13.4865, 1944, Oct Average, Albania, ALB
7.70893, 1944, Nov Average, Albania, ALB
2.83799, 1944, Dec Average, Albania, ALB
-0.2623, 1945, Jan Average, Albania, ALB
2.52297, 1945, Feb Average, Albania, ALB
5.92658, 1945, Mar Average, Albania, ALB
10.3827, 1945, Apr Average, Albania, ALB
17.56, 1945, May Average, Albania, ALB
19.8737, 1945, Jun Average, Albania, ALB
22.4583, 1945, Jul Average, Albania, ALB
22.1259, 1945, Aug Average, Albania, ALB
17.8652, 1945, Sep Average, Albania, ALB
11.4859, 1945, Oct Average, Albania, ALB
7.06325, 1945, Nov Average, Albania, ALB
3.4563, 1945, Dec Average, Albania, ALB
0.51994, 1946, Jan Average, Albania, ALB
3.11675, 1946, Feb Average, Albania, ALB
6.29066, 1946, Mar Average, Albania, ALB
11.3652, 1946, Apr Average, Albania, ALB
15.814, 1946, May Average, Albania, ALB
19.881, 1946, Jun Average, Albania, ALB
22.9479, 1946, Jul Average, Albania, ALB
23.4906, 1946, Aug Average, Albania, ALB
20.2556, 1946, Sep Average, Albania, ALB
10.7132, 1946, Oct Average, Albania, ALB
8.89971, 1946, Nov Average, Albania, ALB
2.08074, 1946, Dec Average, Albania, ALB
-2.2958, 1947, Jan Average, Albania, ALB
3.31766, 1947, Feb Average, Albania, ALB
9.24005, 1947, Mar Average, Albania, ALB
12.4158, 1947, Apr Average, Albania, ALB
15.7653, 1947, May Average, Albania, ALB
19.5581, 1947, Jun Average, Albania, ALB
22.2783, 1947, Jul Average, Albania, ALB
21.4999, 1947, Aug Average, Albania, ALB
18.897, 1947, Sep Average, Albania, ALB
11.5652, 1947, Oct Average, Albania, ALB
8.71481, 1947, Nov Average, Albania, ALB
4.51612, 1947, Dec Average, Albania, ALB
